Date,Series,Value
2013-04-23,FOXNEWS,0.0724
2013-04-24,FOXNEWS,0.1209
2013-04-25,FOXNEWS,0
2013-04-26,FOXNEWS,0.0487
2013-04-27,FOXNEWS,0.0472
2013-04-28,FOXNEWS,0.1188
2013-04-29,FOXNEWS,0.0997
2013-04-30,FOXNEWS,0.3294
2013-05-01,FOXNEWS,0.4730
2013-05-02,FOXNEWS,0.0946
2013-05-03,FOXNEWS,0.3765
2013-05-04,FOXNEWS,0.2689
2013-05-05,FOXNEWS,0.2612
2013-05-06,FOXNEWS,0.2671
2013-05-07,FOXNEWS,0.1419
2013-05-08,FOXNEWS,0.1383
2013-05-09,FOXNEWS,0.0238
2013-05-10,FOXNEWS,0.1191
2013-05-11,FOXNEWS,0.0709
2013-05-12,FOXNEWS,0.0966
2013-05-13,FOXNEWS,0
2013-05-14,FOXNEWS,0.0229
2013-05-15,FOXNEWS,0.0231
2013-05-16,FOXNEWS,0.0232
2013-05-17,FOXNEWS,0.0465
2013-05-18,FOXNEWS,0.0464
2013-05-19,FOXNEWS,0.0475
2013-05-20,FOXNEWS,0
2013-05-21,FOXNEWS,0
2013-05-22,FOXNEWS,0
2013-05-23,FOXNEWS,0.0236
2013-05-24,FOXNEWS,0
2013-05-25,FOXNEWS,0.0232
2013-05-26,FOXNEWS,0
2013-05-27,FOXNEWS,0
2013-05-28,FOXNEWS,0
2013-05-29,FOXNEWS,0.0243
2013-05-30,FOXNEWS,0.1889
2013-05-31,FOXNEWS,0.1421
2013-06-01,FOXNEWS,0.0454
2013-06-02,FOXNEWS,0
2013-06-03,FOXNEWS,0.0528
2013-06-04,FOXNEWS,0.0239
2013-06-05,FOXNEWS,0
2013-06-06,FOXNEWS,0
2013-06-07,FOXNEWS,0
2013-06-08,FOXNEWS,0
2013-06-09,FOXNEWS,0.0743
2013-06-10,FOXNEWS,0
2013-06-11,FOXNEWS,0.0240
2013-06-12,FOXNEWS,0.0479
2013-06-13,FOXNEWS,0.0242
2013-06-14,FOXNEWS,0.1193
2013-06-15,FOXNEWS,0.0470
2013-06-16,FOXNEWS,0.0238
2013-06-17,FOXNEWS,0.1711
2013-06-18,FOXNEWS,0
2013-06-19,FOXNEWS,0.0242
2013-06-20,FOXNEWS,0.0483
2013-06-21,FOXNEWS,0.0241
2013-06-22,FOXNEWS,0.0235
2013-06-23,FOXNEWS,0.2161
2013-06-24,FOXNEWS,0.2931
2013-06-25,FOXNEWS,0.0700
2013-06-26,FOXNEWS,0.1905
2013-06-27,FOXNEWS,0.0481
2013-06-28,FOXNEWS,0.1743
2013-06-29,FOXNEWS,0.0241
2013-06-30,FOXNEWS,0
2013-07-01,FOXNEWS,0
2013-07-02,FOXNEWS,0
2013-07-03,FOXNEWS,0.0234
2013-07-04,FOXNEWS,0
2013-07-05,FOXNEWS,0
2013-07-06,FOXNEWS,0.4509
2013-07-07,FOXNEWS,0
2013-07-08,FOXNEWS,0.0274
2013-07-09,FOXNEWS,0.0238
2013-07-10,FOXNEWS,0.0237
2013-07-11,FOXNEWS,0.0696
2013-07-12,FOXNEWS,0
2013-07-13,FOXNEWS,0.1366
2013-07-14,FOXNEWS,0
2013-07-15,FOXNEWS,0.0474
2013-07-16,FOXNEWS,0.1906
2013-07-17,FOXNEWS,0.1647
2013-07-18,FOXNEWS,0
2013-07-19,FOXNEWS,0.1158
2013-07-20,FOXNEWS,0
2013-07-21,FOXNEWS,0.0746
2013-07-22,FOXNEWS,0.0237
2013-07-23,FOXNEWS,0.0934
2013-07-24,FOXNEWS,0.0698
2013-07-25,FOXNEWS,0.0231
2013-07-26,FOXNEWS,0
2013-07-27,FOXNEWS,0.0460
2013-07-28,FOXNEWS,0.0484
2013-07-29,FOXNEWS,0
2013-07-30,FOXNEWS,0.0714
2013-07-31,FOXNEWS,0.0235
2013-08-01,FOXNEWS,0.0693
2013-08-02,FOXNEWS,0
2013-08-03,FOXNEWS,0
2013-08-04,FOXNEWS,0
2013-08-05,FOXNEWS,0.0467
2013-08-06,FOXNEWS,0
2013-08-07,FOXNEWS,0
2013-08-08,FOXNEWS,0.0931
2013-08-09,FOXNEWS,0
2013-08-10,FOXNEWS,0
2013-08-11,FOXNEWS,0
2013-08-12,FOXNEWS,0.0235
2013-08-13,FOXNEWS,0.0458
2013-08-14,FOXNEWS,0
2013-08-15,FOXNEWS,0.0245
2013-08-16,FOXNEWS,0.0889
2013-08-17,FOXNEWS,0
2013-08-18,FOXNEWS,0
2013-08-19,FOXNEWS,0.0236
2013-08-20,FOXNEWS,0.0928
2013-08-21,FOXNEWS,0.4631
2013-08-22,FOXNEWS,0.5349
2013-08-23,FOXNEWS,0
2013-08-24,FOXNEWS,0.0464
2013-08-25,FOXNEWS,0.2189
2013-08-26,FOXNEWS,0
2013-08-27,FOXNEWS,0.0233
2013-08-28,FOXNEWS,0
2013-08-29,FOXNEWS,0.0933
2013-08-30,FOXNEWS,0.2770
2013-08-31,FOXNEWS,0
2013-09-01,FOXNEWS,0
2013-09-02,FOXNEWS,0
2013-09-03,FOXNEWS,0.0892
2013-09-04,FOXNEWS,0.2315
2013-09-05,FOXNEWS,0.0707
2013-09-06,FOXNEWS,0.1373
2013-09-07,FOXNEWS,0.0447
2013-09-08,FOXNEWS,0.1212
2013-09-09,FOXNEWS,0
2013-09-10,FOXNEWS,0.0697
2013-09-11,FOXNEWS,0.3310
2013-09-12,FOXNEWS,0.0471
2013-09-13,FOXNEWS,0.1394
2013-09-14,FOXNEWS,0.1883
2013-09-15,FOXNEWS,0
2013-09-16,FOXNEWS,0.0882
2013-09-17,FOXNEWS,0.6825
2013-09-18,FOXNEWS,0.4129
2013-09-19,FOXNEWS,0.4607
2013-09-20,FOXNEWS,0.2317
2013-09-21,FOXNEWS,0.2806
2013-09-22,FOXNEWS,0.3422
2013-09-23,FOXNEWS,0.3564
2013-09-24,FOXNEWS,0.0695
2013-09-25,FOXNEWS,0.0472
2013-09-26,FOXNEWS,0.0237
2013-09-27,FOXNEWS,0.0700
2013-09-28,FOXNEWS,0
2013-09-29,FOXNEWS,0.0493
2013-09-30,FOXNEWS,0
2013-10-01,FOXNEWS,0
2013-10-02,FOXNEWS,0.0936
2013-10-03,FOXNEWS,0
2013-10-04,FOXNEWS,0
2013-10-05,FOXNEWS,0
2013-10-06,FOXNEWS,0.0503
2013-10-07,FOXNEWS,0.0237
2013-10-08,FOXNEWS,0
2013-10-09,FOXNEWS,0.0947
2013-10-10,FOXNEWS,0
2013-10-11,FOXNEWS,0
2013-10-12,FOXNEWS,0.0234
2013-10-13,FOXNEWS,0.0497
2013-10-14,FOXNEWS,0.0478
2013-10-15,FOXNEWS,0
2013-10-16,FOXNEWS,0.0241
2013-10-17,FOXNEWS,0.0235
2013-10-18,FOXNEWS,0.0236
2013-10-19,FOXNEWS,0.1185
2013-10-20,FOXNEWS,0.0731
2013-10-21,FOXNEWS,0.0238
2013-10-22,FOXNEWS,0
2013-10-23,FOXNEWS,0.0238
2013-10-24,FOXNEWS,0
2013-10-25,FOXNEWS,0
2013-10-26,FOXNEWS,0
2013-10-27,FOXNEWS,0
2013-10-28,FOXNEWS,0
2013-10-29,FOXNEWS,0
2013-10-30,FOXNEWS,0
2013-10-31,FOXNEWS,0
2013-11-01,FOXNEWS,0
2013-11-02,FOXNEWS,0
2013-11-03,FOXNEWS,0.0260
2013-11-04,FOXNEWS,0
2013-11-05,FOXNEWS,0
2013-11-06,FOXNEWS,0.0695
2013-11-07,FOXNEWS,0.0710
2013-11-08,FOXNEWS,0.0513
2013-11-09,FOXNEWS,0
2013-11-10,FOXNEWS,0.1429
2013-11-11,FOXNEWS,0.1757
2013-11-12,FOXNEWS,0.1872
2013-11-13,FOXNEWS,0.0235
2013-11-14,FOXNEWS,0
2013-11-15,FOXNEWS,0
2013-11-16,FOXNEWS,0.0475
2013-11-17,FOXNEWS,0
2013-11-18,FOXNEWS,0
2013-11-19,FOXNEWS,0
2013-11-20,FOXNEWS,0
2013-11-21,FOXNEWS,0.1421
2013-11-22,FOXNEWS,0.0236
2013-11-23,FOXNEWS,0
2013-11-24,FOXNEWS,0.0499
2013-11-25,FOXNEWS,0.0744
2013-11-26,FOXNEWS,0
2013-11-27,FOXNEWS,0
2013-11-28,FOXNEWS,0.0277
2013-11-29,FOXNEWS,0
2013-11-30,FOXNEWS,0.0250
2013-12-01,FOXNEWS,0.0253
2013-12-02,FOXNEWS,0
2013-12-03,FOXNEWS,0
2013-12-04,FOXNEWS,0.0241
2013-12-05,FOXNEWS,0.0705
2013-12-06,FOXNEWS,0
2013-12-07,FOXNEWS,0
2013-12-08,FOXNEWS,0
2013-12-09,FOXNEWS,0.1242
2013-12-10,FOXNEWS,0
2013-12-11,FOXNEWS,0.1338
2013-12-12,FOXNEWS,0
2013-12-13,FOXNEWS,0.0526
2013-12-14,FOXNEWS,0.0823
2013-12-15,FOXNEWS,0.4822
2013-12-16,FOXNEWS,0.2330
2013-12-17,FOXNEWS,0.0483
2013-12-18,FOXNEWS,0.0240
2013-12-19,FOXNEWS,0.0713
2013-12-20,FOXNEWS,0
2013-12-21,FOXNEWS,0
2013-12-22,FOXNEWS,0.3849
2013-12-23,FOXNEWS,0.0271
2013-12-24,FOXNEWS,0
2013-12-25,FOXNEWS,0
2013-12-26,FOXNEWS,0
2013-12-27,FOXNEWS,0.0496
2013-12-28,FOXNEWS,0
2013-12-29,FOXNEWS,0
2013-12-30,FOXNEWS,0.0520
2013-12-31,FOXNEWS,0
2014-01-01,FOXNEWS,0.0316
2014-01-02,FOXNEWS,0.0529
2014-01-03,FOXNEWS,0
2014-01-04,FOXNEWS,0.0243
2014-01-05,FOXNEWS,0.3026
2014-01-06,FOXNEWS,0.4005
2014-01-07,FOXNEWS,0.1185
2014-01-08,FOXNEWS,0.0939
2014-01-09,FOXNEWS,0.0689
2014-01-10,FOXNEWS,0
2014-01-11,FOXNEWS,0.0235
2014-01-12,FOXNEWS,0.0495
2014-01-13,FOXNEWS,0
2014-01-14,FOXNEWS,0
2014-01-15,FOXNEWS,0.0233
2014-01-16,FOXNEWS,0.0461
2014-01-17,FOXNEWS,0.0713
2014-01-18,FOXNEWS,0.1180
2014-01-19,FOXNEWS,0
2014-01-20,FOXNEWS,0.0951
2014-01-21,FOXNEWS,0.2373
2014-01-22,FOXNEWS,0.2123
2014-01-23,FOXNEWS,0.0466
2014-01-24,FOXNEWS,0.0693
2014-01-25,FOXNEWS,0.0694
2014-01-26,FOXNEWS,0.0740
2014-01-27,FOXNEWS,0.1664
2014-01-28,FOXNEWS,0.1425
2014-01-29,FOXNEWS,0.0691
2014-01-30,FOXNEWS,0
2014-01-31,FOXNEWS,0
2014-02-01,FOXNEWS,0.0474
2014-02-02,FOXNEWS,0
2014-02-03,FOXNEWS,0
2014-02-04,FOXNEWS,0.0239
2014-02-05,FOXNEWS,0
2014-02-06,FOXNEWS,0
2014-02-07,FOXNEWS,0.0723
2014-02-08,FOXNEWS,0
2014-02-09,FOXNEWS,0
2014-02-10,FOXNEWS,0
2014-02-11,FOXNEWS,0
2014-02-12,FOXNEWS,0
2014-02-13,FOXNEWS,0
2014-02-14,FOXNEWS,0.0709
2014-02-15,FOXNEWS,0.0495
2014-02-16,FOXNEWS,0
2014-02-17,FOXNEWS,0.0262
2014-02-18,FOXNEWS,0.0238
2014-02-19,FOXNEWS,0
2014-02-20,FOXNEWS,0
2014-02-21,FOXNEWS,0.0233
2014-02-22,FOXNEWS,0
2014-02-23,FOXNEWS,0
2014-02-24,FOXNEWS,0
2014-02-25,FOXNEWS,0
2014-02-26,FOXNEWS,0
2014-02-27,FOXNEWS,0
2014-02-28,FOXNEWS,0.0480
2014-03-01,FOXNEWS,0
2014-03-02,FOXNEWS,0.2756
2014-03-03,FOXNEWS,0.2136
2014-03-04,FOXNEWS,0.0238
2014-03-05,FOXNEWS,0
2014-03-06,FOXNEWS,0.0242
2014-03-07,FOXNEWS,0
2014-03-08,FOXNEWS,0.0235
2014-03-09,FOXNEWS,0.1010
2014-03-10,FOXNEWS,0.1669
2014-03-11,FOXNEWS,0.1672
2014-03-12,FOXNEWS,0.0236
2014-03-13,FOXNEWS,0.1901
2014-03-14,FOXNEWS,0
2014-03-15,FOXNEWS,0.0244
2014-03-16,FOXNEWS,0.0743
2014-03-17,FOXNEWS,0.0237
2014-03-18,FOXNEWS,0.0239
2014-03-19,FOXNEWS,0.0956
2014-03-20,FOXNEWS,0
2014-03-21,FOXNEWS,0.0476
2014-03-22,FOXNEWS,0
2014-03-23,FOXNEWS,0
2014-03-24,FOXNEWS,0
2014-03-25,FOXNEWS,0.0710
2014-03-26,FOXNEWS,0
2014-03-27,FOXNEWS,0.2335
2014-03-28,FOXNEWS,0.2111
2014-03-29,FOXNEWS,0.0238
2014-03-30,FOXNEWS,0.0251
2014-03-31,FOXNEWS,0
2014-04-01,FOXNEWS,0.0707
2014-04-02,FOXNEWS,0
2014-04-03,FOXNEWS,0.0234
2014-04-04,FOXNEWS,0
2014-04-05,FOXNEWS,0.0488
2014-04-06,FOXNEWS,0.0487
2014-04-07,FOXNEWS,0.0237
2014-04-08,FOXNEWS,0
2014-04-09,FOXNEWS,0
2014-04-10,FOXNEWS,0.0715
2014-04-11,FOXNEWS,0.0228
2014-04-12,FOXNEWS,0.0231
2014-04-13,FOXNEWS,0
2014-04-14,FOXNEWS,0
2014-04-15,FOXNEWS,0.0238
2014-04-16,FOXNEWS,0.1907
2014-04-17,FOXNEWS,0.1653
2014-04-18,FOXNEWS,0.0734
2014-04-19,FOXNEWS,0
2014-04-20,FOXNEWS,0
2014-04-21,FOXNEWS,0
2014-04-22,FOXNEWS,0
2014-04-23,FOXNEWS,0.1166
2014-04-24,FOXNEWS,0
2014-04-25,FOXNEWS,0.0241
2014-04-26,FOXNEWS,0.1416
2014-04-27,FOXNEWS,0
2014-04-28,FOXNEWS,0
2014-04-29,FOXNEWS,0
2014-04-30,FOXNEWS,0.0473
2014-05-01,FOXNEWS,0
2014-05-02,FOXNEWS,0
2014-05-03,FOXNEWS,0
2014-05-04,FOXNEWS,0
2014-05-05,FOXNEWS,0
2014-05-06,FOXNEWS,0.0236
2014-05-07,FOXNEWS,0.0461
2014-05-08,FOXNEWS,0.1197
2014-05-09,FOXNEWS,0
2014-05-10,FOXNEWS,0.0240
2014-05-11,FOXNEWS,0.0735
2014-05-12,FOXNEWS,0
2014-05-13,FOXNEWS,0
2014-05-14,FOXNEWS,0
2014-05-15,FOXNEWS,0
2014-05-16,FOXNEWS,0
2014-05-17,FOXNEWS,0.0235
2014-05-18,FOXNEWS,0
2014-05-19,FOXNEWS,0.0234
2014-05-20,FOXNEWS,0
2014-05-21,FOXNEWS,0
2014-05-22,FOXNEWS,0
2014-05-23,FOXNEWS,0.0485
2014-05-24,FOXNEWS,0.1355
2014-05-25,FOXNEWS,0
2014-05-26,FOXNEWS,0
2014-05-27,FOXNEWS,0.1904
2014-05-28,FOXNEWS,0
2014-05-29,FOXNEWS,0.0475
2014-05-30,FOXNEWS,0.0949
2014-05-31,FOXNEWS,0
2014-06-01,FOXNEWS,0
2014-06-02,FOXNEWS,0.0239
2014-06-03,FOXNEWS,0
2014-06-04,FOXNEWS,0
2014-06-05,FOXNEWS,0
2014-06-06,FOXNEWS,0
2014-06-07,FOXNEWS,0
2014-06-08,FOXNEWS,0
2014-06-09,FOXNEWS,0
2014-06-10,FOXNEWS,0
2014-06-11,FOXNEWS,0.0221
2014-06-12,FOXNEWS,0
2014-06-13,FOXNEWS,0
2014-06-14,FOXNEWS,0
2014-06-15,FOXNEWS,0
2014-06-16,FOXNEWS,0
2014-06-17,FOXNEWS,0
2014-06-18,FOXNEWS,0
2014-06-19,FOXNEWS,0.0230
2014-06-20,FOXNEWS,0.0701
2014-06-21,FOXNEWS,0
2014-06-22,FOXNEWS,0.0266
2014-06-23,FOXNEWS,0
2014-06-24,FOXNEWS,0
2014-06-25,FOXNEWS,0
2014-06-26,FOXNEWS,0
2014-06-27,FOXNEWS,0
2014-06-28,FOXNEWS,0.0473
2014-06-29,FOXNEWS,0
2014-06-30,FOXNEWS,0.0240
2014-07-01,FOXNEWS,0.0479
2014-07-02,FOXNEWS,0
2014-07-03,FOXNEWS,0.0238
2014-07-04,FOXNEWS,0
2014-07-05,FOXNEWS,0.0252
2014-07-06,FOXNEWS,0
2014-07-07,FOXNEWS,0.0236
2014-07-08,FOXNEWS,0.0472
2014-07-09,FOXNEWS,0.0701
2014-07-10,FOXNEWS,0.1408
2014-07-11,FOXNEWS,0
2014-07-12,FOXNEWS,0.0727
2014-07-13,FOXNEWS,0.1225
2014-07-14,FOXNEWS,0.0936
2014-07-15,FOXNEWS,0.0723
2014-07-16,FOXNEWS,0
2014-07-17,FOXNEWS,0
2014-07-18,FOXNEWS,0
2014-07-19,FOXNEWS,0
2014-07-20,FOXNEWS,0.0248
2014-07-21,FOXNEWS,0
2014-07-22,FOXNEWS,0
2014-07-23,FOXNEWS,0.0235
2014-07-24,FOXNEWS,0
2014-07-25,FOXNEWS,0.0243
2014-07-26,FOXNEWS,0
2014-07-27,FOXNEWS,0
2014-07-28,FOXNEWS,0.0518
2014-07-29,FOXNEWS,0
2014-07-30,FOXNEWS,0.0243
2014-07-31,FOXNEWS,0
2014-08-01,FOXNEWS,0
2014-08-02,FOXNEWS,0.0238
2014-08-03,FOXNEWS,0.0270
2014-08-04,FOXNEWS,0.1175
2014-08-05,FOXNEWS,0.0944
2014-08-06,FOXNEWS,0.0232
2014-08-07,FOXNEWS,0.0701
2014-08-08,FOXNEWS,0
2014-08-09,FOXNEWS,0.0989
2014-08-10,FOXNEWS,0
2014-08-11,FOXNEWS,0
2014-08-12,FOXNEWS,0
2014-08-13,FOXNEWS,0
2014-08-14,FOXNEWS,0.1420
2014-08-15,FOXNEWS,0
2014-08-16,FOXNEWS,0.0239
2014-08-17,FOXNEWS,0.0253
2014-08-18,FOXNEWS,0
2014-08-19,FOXNEWS,0.0235
2014-08-20,FOXNEWS,0.0469
2014-08-21,FOXNEWS,0
2014-08-22,FOXNEWS,0
2014-08-23,FOXNEWS,0
2014-08-24,FOXNEWS,0
2014-08-25,FOXNEWS,0
2014-08-26,FOXNEWS,0
2014-08-27,FOXNEWS,0.0726
2014-08-28,FOXNEWS,0
2014-08-29,FOXNEWS,0
2014-08-30,FOXNEWS,0
2014-08-31,FOXNEWS,0
2014-09-01,FOXNEWS,0
2014-09-02,FOXNEWS,0.0940
2014-09-03,FOXNEWS,0
2014-09-04,FOXNEWS,0
2014-09-05,FOXNEWS,0
2014-09-06,FOXNEWS,0
2014-09-07,FOXNEWS,0
2014-09-08,FOXNEWS,0
2014-09-09,FOXNEWS,0.0239
2014-09-10,FOXNEWS,0
2014-09-11,FOXNEWS,0.0235
2014-09-12,FOXNEWS,0.0243
2014-09-13,FOXNEWS,0
2014-09-14,FOXNEWS,0.0278
2014-09-15,FOXNEWS,0
2014-09-16,FOXNEWS,0.0713
2014-09-17,FOXNEWS,0.0232
2014-09-18,FOXNEWS,0
2014-09-19,FOXNEWS,0
2014-09-20,FOXNEWS,0
2014-09-21,FOXNEWS,0.0544
2014-09-22,FOXNEWS,0.0267
2014-09-23,FOXNEWS,0
2014-09-24,FOXNEWS,0.0236
2014-09-25,FOXNEWS,0.0237
2014-09-26,FOXNEWS,0.0235
2014-09-27,FOXNEWS,0.0468
2014-09-28,FOXNEWS,0.0815
2014-09-29,FOXNEWS,0.0241
2014-09-30,FOXNEWS,0.0239
2014-10-01,FOXNEWS,0.0721
2014-10-02,FOXNEWS,0.0927
2014-10-03,FOXNEWS,0
2014-10-04,FOXNEWS,0.0480
2014-10-05,FOXNEWS,0
2014-10-06,FOXNEWS,0.1198
2014-10-07,FOXNEWS,0.1195
2014-10-08,FOXNEWS,0.0482
2014-10-09,FOXNEWS,0
2014-10-10,FOXNEWS,0
2014-10-11,FOXNEWS,0.0717
2014-10-12,FOXNEWS,0.0496
2014-10-13,FOXNEWS,0.0242
2014-10-14,FOXNEWS,0.0237
2014-10-15,FOXNEWS,0.0235
2014-10-16,FOXNEWS,0
2014-10-17,FOXNEWS,0.0244
2014-10-18,FOXNEWS,0
2014-10-19,FOXNEWS,0.0249
2014-10-20,FOXNEWS,0
2014-10-21,FOXNEWS,0.0936
2014-10-22,FOXNEWS,0.1150
2014-10-23,FOXNEWS,0.1896
2014-10-24,FOXNEWS,0
2014-10-25,FOXNEWS,0
2014-10-26,FOXNEWS,0.0512
2014-10-27,FOXNEWS,0.0244
2014-10-28,FOXNEWS,0.0236
2014-10-29,FOXNEWS,0
2014-10-30,FOXNEWS,0.0720
2014-10-31,FOXNEWS,0.0938
2014-11-01,FOXNEWS,0.1419
2014-11-02,FOXNEWS,0.0254
2014-11-03,FOXNEWS,0.0540
2014-11-04,FOXNEWS,0.0238
2014-11-05,FOXNEWS,0.0667
2014-11-06,FOXNEWS,0
2014-11-07,FOXNEWS,0
2014-11-08,FOXNEWS,0.0241
2014-11-09,FOXNEWS,0
2014-11-10,FOXNEWS,0
2014-11-11,FOXNEWS,0
2014-11-12,FOXNEWS,0
2014-11-13,FOXNEWS,0
2014-11-14,FOXNEWS,0
2014-11-15,FOXNEWS,0.0285
2014-11-16,FOXNEWS,0
2014-11-17,FOXNEWS,0
2014-11-18,FOXNEWS,0
2014-11-19,FOXNEWS,0
2014-11-20,FOXNEWS,0
2014-11-21,FOXNEWS,0
2014-11-22,FOXNEWS,0.0243
2014-11-23,FOXNEWS,0
2014-11-24,FOXNEWS,0
2014-11-25,FOXNEWS,0.0237
2014-11-26,FOXNEWS,0
2014-11-27,FOXNEWS,0
2014-11-28,FOXNEWS,0.0325
2014-11-29,FOXNEWS,0.0841
2014-11-30,FOXNEWS,0
2014-12-01,FOXNEWS,0
2014-12-02,FOXNEWS,0.0483
2014-12-03,FOXNEWS,0
2014-12-04,FOXNEWS,0
2014-12-05,FOXNEWS,0.0479
2014-12-06,FOXNEWS,0
2014-12-07,FOXNEWS,0
2014-12-08,FOXNEWS,0
2014-12-09,FOXNEWS,0
2014-12-10,FOXNEWS,0
2014-12-11,FOXNEWS,0.0314
2014-12-12,FOXNEWS,0.0241
2014-12-13,FOXNEWS,0
2014-12-14,FOXNEWS,0
2014-12-15,FOXNEWS,0.0966
2014-12-16,FOXNEWS,0.0735
2014-12-17,FOXNEWS,0
2014-12-18,FOXNEWS,0.0721
2014-12-19,FOXNEWS,0
2014-12-20,FOXNEWS,0
2014-12-21,FOXNEWS,0
2014-12-22,FOXNEWS,0
2014-12-23,FOXNEWS,0
2014-12-24,FOXNEWS,0.0244
2014-12-25,FOXNEWS,0
2014-12-26,FOXNEWS,0
2014-12-27,FOXNEWS,0
2014-12-28,FOXNEWS,0.0293
2014-12-29,FOXNEWS,0
2014-12-30,FOXNEWS,0
2014-12-31,FOXNEWS,0.0302
2015-01-01,FOXNEWS,0.1423
2015-01-02,FOXNEWS,0
2015-01-03,FOXNEWS,0.1208
2015-01-04,FOXNEWS,0
2015-01-05,FOXNEWS,0
2015-01-06,FOXNEWS,0
2015-01-07,FOXNEWS,0.0742
2015-01-08,FOXNEWS,0.1275
2015-01-09,FOXNEWS,0.0211
2015-01-10,FOXNEWS,0
2015-01-11,FOXNEWS,0.0276
2015-01-12,FOXNEWS,0.0828
2015-01-13,FOXNEWS,0
2015-01-14,FOXNEWS,0
2015-01-15,FOXNEWS,0.1658
2015-01-16,FOXNEWS,0
2015-01-17,FOXNEWS,0
2015-01-18,FOXNEWS,0.0506
2015-01-19,FOXNEWS,0
2015-01-20,FOXNEWS,0
2015-01-21,FOXNEWS,0.0227
2015-01-22,FOXNEWS,0
2015-01-23,FOXNEWS,0
2015-01-24,FOXNEWS,0
2015-01-25,FOXNEWS,0.0485
2015-01-26,FOXNEWS,0.0237
2015-01-27,FOXNEWS,0
2015-01-28,FOXNEWS,0
2015-01-29,FOXNEWS,0
2015-01-30,FOXNEWS,0
2015-01-31,FOXNEWS,0
2015-02-01,FOXNEWS,0
2015-02-02,FOXNEWS,0
2015-02-03,FOXNEWS,0.0467
2015-02-04,FOXNEWS,0
2015-02-05,FOXNEWS,0
2015-02-06,FOXNEWS,0
2015-02-07,FOXNEWS,0.0482
2015-02-08,FOXNEWS,0.0270
2015-02-09,FOXNEWS,0
2015-02-10,FOXNEWS,0
2015-02-11,FOXNEWS,0
2015-02-12,FOXNEWS,0
2015-02-13,FOXNEWS,0
2015-02-14,FOXNEWS,0
2015-02-15,FOXNEWS,0.0607
2015-02-16,FOXNEWS,0.0593
2015-02-17,FOXNEWS,0.0461
2015-02-18,FOXNEWS,0
2015-02-19,FOXNEWS,0
2015-02-20,FOXNEWS,0
2015-02-21,FOXNEWS,0
2015-02-22,FOXNEWS,0
2015-02-23,FOXNEWS,0
2015-02-24,FOXNEWS,0.0230
2015-02-25,FOXNEWS,0
2015-02-26,FOXNEWS,0.0231
2015-02-27,FOXNEWS,0.3421
2015-02-28,FOXNEWS,0.2981
2015-03-01,FOXNEWS,0
2015-03-02,FOXNEWS,0.0293
2015-03-03,FOXNEWS,0
2015-03-04,FOXNEWS,0
2015-03-05,FOXNEWS,0
2015-03-06,FOXNEWS,0
2015-03-07,FOXNEWS,0
2015-03-08,FOXNEWS,0
2015-03-09,FOXNEWS,0
2015-03-10,FOXNEWS,0
2015-03-11,FOXNEWS,0.1491
2015-03-12,FOXNEWS,0
2015-03-13,FOXNEWS,0
2015-03-14,FOXNEWS,0
2015-03-15,FOXNEWS,0
2015-03-16,FOXNEWS,0
2015-03-17,FOXNEWS,0
2015-03-18,FOXNEWS,0.1370
2015-03-19,FOXNEWS,0
2015-03-20,FOXNEWS,0.0733
2015-03-21,FOXNEWS,0
2015-03-22,FOXNEWS,0
2015-03-23,FOXNEWS,0
2015-03-24,FOXNEWS,0.1172
2015-03-25,FOXNEWS,0
2015-03-26,FOXNEWS,0
2015-03-27,FOXNEWS,0
2015-03-28,FOXNEWS,0.0240
2015-03-29,FOXNEWS,0
2015-03-30,FOXNEWS,0
2015-03-31,FOXNEWS,0
2015-04-01,FOXNEWS,0
2015-04-02,FOXNEWS,0.0245
2015-04-03,FOXNEWS,0
2015-04-04,FOXNEWS,0.0644
2015-04-05,FOXNEWS,0
2015-04-06,FOXNEWS,0.0621
2015-04-07,FOXNEWS,0
2015-04-08,FOXNEWS,0
2015-04-09,FOXNEWS,0.0234
2015-04-10,FOXNEWS,0.0915
2015-04-11,FOXNEWS,0.1402
2015-04-12,FOXNEWS,0
2015-04-13,FOXNEWS,0
2015-04-14,FOXNEWS,0
2015-04-15,FOXNEWS,0.0472
2015-04-16,FOXNEWS,0.0479
2015-04-17,FOXNEWS,0
2015-04-18,FOXNEWS,0.1382
2015-04-19,FOXNEWS,0.0269
2015-04-20,FOXNEWS,0.0324
2015-04-21,FOXNEWS,0
2015-04-22,FOXNEWS,0.4213
2015-04-23,FOXNEWS,0
2015-04-24,FOXNEWS,0
2015-04-25,FOXNEWS,0
2015-04-26,FOXNEWS,0.0257
2015-04-27,FOXNEWS,0
2015-04-28,FOXNEWS,0
2015-04-29,FOXNEWS,0.0238
2015-04-30,FOXNEWS,0
2015-05-01,FOXNEWS,0
2015-05-02,FOXNEWS,0
2015-05-03,FOXNEWS,0.0293
2015-05-04,FOXNEWS,0
2015-05-05,FOXNEWS,0
2015-05-06,FOXNEWS,0
2015-05-07,FOXNEWS,0
2015-05-08,FOXNEWS,0
2015-05-09,FOXNEWS,0
2015-05-10,FOXNEWS,0
2015-05-11,FOXNEWS,0.0468
2015-05-12,FOXNEWS,0
2015-05-13,FOXNEWS,0
2015-05-14,FOXNEWS,0
2015-05-15,FOXNEWS,0.1088
2015-05-16,FOXNEWS,0
2015-05-17,FOXNEWS,0.0293
2015-05-18,FOXNEWS,0
