Date,Series,Value
2016-01-14,MSNBC,0.0416
2016-01-15,MSNBC,0.1465
2016-01-16,MSNBC,0.0414
2016-01-17,MSNBC,0
2016-01-18,MSNBC,0.5211
2016-01-19,MSNBC,0
2016-01-20,MSNBC,0
2016-01-21,MSNBC,0
2016-01-22,MSNBC,0
2016-01-23,MSNBC,0
2016-01-24,MSNBC,0
2016-01-25,MSNBC,0.1594
2016-01-26,MSNBC,0
2016-01-27,MSNBC,0.0422
2016-01-28,MSNBC,0
2016-01-29,MSNBC,0.0427
2016-01-30,MSNBC,0.1536
2016-01-31,MSNBC,0.0395
2016-02-01,MSNBC,0
2016-02-02,MSNBC,0
2016-02-03,MSNBC,0.1267
2016-02-04,MSNBC,0.0853
2016-02-05,MSNBC,0.0847
2016-02-06,MSNBC,0
2016-02-07,MSNBC,0
2016-02-08,MSNBC,0
2016-02-09,MSNBC,0.0639
2016-02-10,MSNBC,0.0224
2016-02-11,MSNBC,0.1087
2016-02-12,MSNBC,0.1381
2016-02-13,MSNBC,0.2669
2016-02-14,MSNBC,0.0590
2016-02-15,MSNBC,0
2016-02-16,MSNBC,0.0237
2016-02-17,MSNBC,0
2016-02-18,MSNBC,0
2016-02-19,MSNBC,0.0211
2016-02-20,MSNBC,0
2016-02-21,MSNBC,0
2016-02-22,MSNBC,0.1611
2016-02-23,MSNBC,0.0218
2016-02-24,MSNBC,0
2016-02-25,MSNBC,0
2016-02-26,MSNBC,0.0220
2016-02-27,MSNBC,0.3027
2016-02-28,MSNBC,0.0342
2016-02-29,MSNBC,0.0312
2016-03-01,MSNBC,0.0216
2016-03-02,MSNBC,0
2016-03-03,MSNBC,0
2016-03-04,MSNBC,0
2016-03-05,MSNBC,0.0341
2016-03-06,MSNBC,0.0658
2016-03-07,MSNBC,0.0584
2016-03-08,MSNBC,0
2016-03-09,MSNBC,0
2016-03-10,MSNBC,0
2016-03-11,MSNBC,0.0223
2016-03-12,MSNBC,0
2016-03-13,MSNBC,0
2016-03-14,MSNBC,0
2016-03-15,MSNBC,0
2016-03-16,MSNBC,0
2016-03-17,MSNBC,0
2016-03-18,MSNBC,0.0414
2016-03-19,MSNBC,0
2016-03-20,MSNBC,0
2016-03-21,MSNBC,0
2016-03-22,MSNBC,0
2016-03-23,MSNBC,0
2016-03-24,MSNBC,0
2016-03-25,MSNBC,0
2016-03-26,MSNBC,0
2016-03-27,MSNBC,0
2016-03-28,MSNBC,0.0288
2016-03-29,MSNBC,0.1221
2016-03-30,MSNBC,0
2016-03-31,MSNBC,0
2016-04-01,MSNBC,0
2016-04-02,MSNBC,0
2016-04-03,MSNBC,0
2016-04-04,MSNBC,0
2016-04-05,MSNBC,0
2016-04-06,MSNBC,0.0215
2016-04-07,MSNBC,0
2016-04-08,MSNBC,0.0630
2016-04-09,MSNBC,0.0536
2016-04-10,MSNBC,0.0649
2016-04-11,MSNBC,0.1168
2016-04-12,MSNBC,0.0208
2016-04-13,MSNBC,0.1266
2016-04-14,MSNBC,0.0423
2016-04-15,MSNBC,0.2536
2016-04-16,MSNBC,0.0368
2016-04-17,MSNBC,0
2016-04-18,MSNBC,0.0297
2016-04-19,MSNBC,0.0215
2016-04-20,MSNBC,0.0217
2016-04-21,MSNBC,0.1048
2016-04-22,MSNBC,0.0552
2016-04-23,MSNBC,0.1825
2016-04-24,MSNBC,0
2016-04-25,MSNBC,0.0244
2016-04-26,MSNBC,0.0425
2016-04-27,MSNBC,0
2016-04-28,MSNBC,0
2016-04-29,MSNBC,0
2016-04-30,MSNBC,0.0338
2016-05-01,MSNBC,0
2016-05-02,MSNBC,0.0290
2016-05-03,MSNBC,0
2016-05-04,MSNBC,0
2016-05-05,MSNBC,0.0641
2016-05-06,MSNBC,0
2016-05-07,MSNBC,0
2016-05-08,MSNBC,0
2016-05-09,MSNBC,0
2016-05-10,MSNBC,0
2016-05-11,MSNBC,0.0220
2016-05-12,MSNBC,0
2016-05-13,MSNBC,0
2016-05-14,MSNBC,0
2016-05-15,MSNBC,0
2016-05-16,MSNBC,0
2016-05-17,MSNBC,0.0438
2016-05-18,MSNBC,0
2016-05-19,MSNBC,0
2016-05-20,MSNBC,0.2086
2016-05-21,MSNBC,0.0572
2016-05-22,MSNBC,0.2610
2016-05-23,MSNBC,0.0879
2016-05-24,MSNBC,0
2016-05-25,MSNBC,0
2016-05-26,MSNBC,0
2016-05-27,MSNBC,0
2016-05-28,MSNBC,0.0300
2016-05-29,MSNBC,0.0513
2016-05-30,MSNBC,0
2016-05-31,MSNBC,0
2016-06-01,MSNBC,0
2016-06-02,MSNBC,0
2016-06-03,MSNBC,0
2016-06-04,MSNBC,0
2016-06-05,MSNBC,0
2016-06-06,MSNBC,0
2016-06-07,MSNBC,0
2016-06-08,MSNBC,0
2016-06-09,MSNBC,0
2016-06-10,MSNBC,0
2016-06-11,MSNBC,0
2016-06-12,MSNBC,0.4304
2016-06-13,MSNBC,0.4291
2016-06-14,MSNBC,0.6548
2016-06-15,MSNBC,0.8120
2016-06-16,MSNBC,1.7467
2016-06-17,MSNBC,0.6000
2016-06-18,MSNBC,0.4209
2016-06-19,MSNBC,1.0272
2016-06-20,MSNBC,1.0136
2016-06-21,MSNBC,0.3546
2016-06-22,MSNBC,0.8178
2016-06-23,MSNBC,1.9494
2016-06-24,MSNBC,0.1665
2016-06-25,MSNBC,0.2547
2016-06-26,MSNBC,0.6224
2016-06-27,MSNBC,0.0904
2016-06-28,MSNBC,0.1038
2016-06-29,MSNBC,0
2016-06-30,MSNBC,0
2016-07-01,MSNBC,0.0426
2016-07-02,MSNBC,0.4078
2016-07-03,MSNBC,0.1109
2016-07-04,MSNBC,0.1935
2016-07-05,MSNBC,0.0429
2016-07-06,MSNBC,0.0420
2016-07-07,MSNBC,0.0208
2016-07-08,MSNBC,0.0996
2016-07-09,MSNBC,0.4467
2016-07-10,MSNBC,0.3021
2016-07-11,MSNBC,0.0210
2016-07-12,MSNBC,0.0848
2016-07-13,MSNBC,0.0834
2016-07-14,MSNBC,0
2016-07-15,MSNBC,0
2016-07-16,MSNBC,0.0734
2016-07-17,MSNBC,0.0817
2016-07-18,MSNBC,0.0424
2016-07-19,MSNBC,0
2016-07-20,MSNBC,0
2016-07-21,MSNBC,0
2016-07-22,MSNBC,0.0619
2016-07-23,MSNBC,0.1840
2016-07-24,MSNBC,0.0566
2016-07-25,MSNBC,0.0638
2016-07-26,MSNBC,0.0856
2016-07-27,MSNBC,0
2016-07-28,MSNBC,0
2016-07-29,MSNBC,0.0212
2016-07-30,MSNBC,0
2016-07-31,MSNBC,0
2016-08-01,MSNBC,0
2016-08-02,MSNBC,0
2016-08-03,MSNBC,0
2016-08-04,MSNBC,0
2016-08-05,MSNBC,0
2016-08-06,MSNBC,0
2016-08-07,MSNBC,0
2016-08-08,MSNBC,0
2016-08-09,MSNBC,0
2016-08-10,MSNBC,0.1562
2016-08-11,MSNBC,0.0535
2016-08-12,MSNBC,0
2016-08-13,MSNBC,0
2016-08-14,MSNBC,0
2016-08-15,MSNBC,0
2016-08-16,MSNBC,0
2016-08-17,MSNBC,0
2016-08-18,MSNBC,0
2016-08-19,MSNBC,0
2016-08-20,MSNBC,0.0343
2016-08-21,MSNBC,0
2016-08-22,MSNBC,0
2016-08-23,MSNBC,0
2016-08-24,MSNBC,0
2016-08-25,MSNBC,0.0434
2016-08-26,MSNBC,0.1512
2016-08-27,MSNBC,0
2016-08-28,MSNBC,0.2571
2016-08-29,MSNBC,0.0488
2016-08-30,MSNBC,0
2016-08-31,MSNBC,0
2016-09-01,MSNBC,0
2016-09-02,MSNBC,0
2016-09-03,MSNBC,0
2016-09-04,MSNBC,0
2016-09-05,MSNBC,0
2016-09-06,MSNBC,0
2016-09-07,MSNBC,0
2016-09-08,MSNBC,0
2016-09-09,MSNBC,0
2016-09-10,MSNBC,0
2016-09-11,MSNBC,0
2016-09-12,MSNBC,0
2016-09-13,MSNBC,0
2016-09-14,MSNBC,0
2016-09-15,MSNBC,0
2016-09-16,MSNBC,0
2016-09-17,MSNBC,0
2016-09-18,MSNBC,0
2016-09-19,MSNBC,0.0735
2016-09-20,MSNBC,0
2016-09-21,MSNBC,0.0211
2016-09-22,MSNBC,0
2016-09-23,MSNBC,0.1033
2016-09-24,MSNBC,0
2016-09-25,MSNBC,0.0266
2016-09-26,MSNBC,0
2016-09-27,MSNBC,0
2016-09-28,MSNBC,0.0437
2016-09-29,MSNBC,0
2016-09-30,MSNBC,0
2016-10-01,MSNBC,0
2016-10-02,MSNBC,0
2016-10-03,MSNBC,0.0219
2016-10-04,MSNBC,0.0234
2016-10-05,MSNBC,0
2016-10-06,MSNBC,0
2016-10-07,MSNBC,0
2016-10-08,MSNBC,0
2016-10-09,MSNBC,0
2016-10-10,MSNBC,0
2016-10-11,MSNBC,0
2016-10-12,MSNBC,0
2016-10-13,MSNBC,0
2016-10-14,MSNBC,0.0220
2016-10-15,MSNBC,0
2016-10-16,MSNBC,0
2016-10-17,MSNBC,0
2016-10-18,MSNBC,0
2016-10-19,MSNBC,0
2016-10-20,MSNBC,0.0636
2016-10-21,MSNBC,0.0216
2016-10-22,MSNBC,0
2016-10-23,MSNBC,0.0224
2016-10-24,MSNBC,0
2016-10-25,MSNBC,0.0870
2016-10-26,MSNBC,0
2016-10-27,MSNBC,0
2016-10-28,MSNBC,0
2016-10-29,MSNBC,0
2016-10-30,MSNBC,0
2016-10-31,MSNBC,0
2016-11-01,MSNBC,0.0219
2016-11-02,MSNBC,0.0219
2016-11-03,MSNBC,0
2016-11-04,MSNBC,0.0658
2016-11-05,MSNBC,0
2016-11-06,MSNBC,0
2016-11-07,MSNBC,0.0487
2016-11-08,MSNBC,0.0215
2016-11-09,MSNBC,0
2016-11-10,MSNBC,0
2016-11-11,MSNBC,0
2016-11-12,MSNBC,0.0232
2016-11-13,MSNBC,0
2016-11-14,MSNBC,0.0237
2016-11-15,MSNBC,0.0658
2016-11-16,MSNBC,0.0448
2016-11-17,MSNBC,0
2016-11-18,MSNBC,0
2016-11-19,MSNBC,0
2016-11-20,MSNBC,0
2016-11-21,MSNBC,0
2016-11-22,MSNBC,0
2016-11-23,MSNBC,0
2016-11-24,MSNBC,0
2016-11-25,MSNBC,0
2016-11-26,MSNBC,0
2016-11-27,MSNBC,0
2016-11-28,MSNBC,0
2016-11-29,MSNBC,0
2016-11-30,MSNBC,0
2016-12-01,MSNBC,0
2016-12-02,MSNBC,0
2016-12-03,MSNBC,0
2016-12-04,MSNBC,0
2016-12-05,MSNBC,0
2016-12-06,MSNBC,0
2016-12-07,MSNBC,0
2016-12-08,MSNBC,0
2016-12-09,MSNBC,0.1121
2016-12-10,MSNBC,0
2016-12-11,MSNBC,0
2016-12-12,MSNBC,0
2016-12-13,MSNBC,0
2016-12-14,MSNBC,0.0222
2016-12-15,MSNBC,0.0222
2016-12-16,MSNBC,0
2016-12-17,MSNBC,0
2016-12-18,MSNBC,0
2016-12-19,MSNBC,0
2016-12-20,MSNBC,0
2016-12-21,MSNBC,0
2016-12-22,MSNBC,0
2016-12-23,MSNBC,0
2016-12-24,MSNBC,0
2016-12-25,MSNBC,0
2016-12-26,MSNBC,0
2016-12-27,MSNBC,0.1846
2016-12-28,MSNBC,0.0697
2016-12-29,MSNBC,0
2016-12-30,MSNBC,0
2016-12-31,MSNBC,0
2017-01-01,MSNBC,0
2017-01-02,MSNBC,0
2017-01-03,MSNBC,0
2017-01-04,MSNBC,0
2017-01-05,MSNBC,0.0642
2017-01-06,MSNBC,0
2017-01-07,MSNBC,0.0570
2017-01-08,MSNBC,0
2017-01-09,MSNBC,0.0615
2017-01-10,MSNBC,0.0415
2017-01-11,MSNBC,0
2017-01-12,MSNBC,0
2017-01-13,MSNBC,0
2017-01-14,MSNBC,0
2017-01-15,MSNBC,0
2017-01-16,MSNBC,0
2017-01-17,MSNBC,0
2017-01-18,MSNBC,0
2017-01-19,MSNBC,0
2017-01-20,MSNBC,0
2017-01-21,MSNBC,0.0241
2017-01-22,MSNBC,0.0304
2017-01-23,MSNBC,0
2017-01-24,MSNBC,0
2017-01-25,MSNBC,0
2017-01-26,MSNBC,0
2017-01-27,MSNBC,0.0233
2017-01-28,MSNBC,0
2017-01-29,MSNBC,0
2017-01-30,MSNBC,0
2017-01-31,MSNBC,0
2017-02-01,MSNBC,0.0212
2017-02-02,MSNBC,0
2017-02-03,MSNBC,0
2017-02-04,MSNBC,0.0302
2017-02-05,MSNBC,0
2017-02-06,MSNBC,0
2017-02-07,MSNBC,0
2017-02-08,MSNBC,0
2017-02-09,MSNBC,0
2017-02-10,MSNBC,0
2017-02-11,MSNBC,0
2017-02-12,MSNBC,0
2017-02-13,MSNBC,0.0281
2017-02-14,MSNBC,0
2017-02-15,MSNBC,0
2017-02-16,MSNBC,0.0212
2017-02-17,MSNBC,0
2017-02-18,MSNBC,0.1508
2017-02-19,MSNBC,0
2017-02-20,MSNBC,0
2017-02-21,MSNBC,0
2017-02-22,MSNBC,0
2017-02-23,MSNBC,0
2017-02-24,MSNBC,0.0430
2017-02-25,MSNBC,0
2017-02-26,MSNBC,0
2017-02-27,MSNBC,0
2017-02-28,MSNBC,0
2017-03-01,MSNBC,0
2017-03-02,MSNBC,0
2017-03-03,MSNBC,0
2017-03-04,MSNBC,0
2017-03-05,MSNBC,0
2017-03-06,MSNBC,0.0299
2017-03-07,MSNBC,0
2017-03-08,MSNBC,0
2017-03-09,MSNBC,0
2017-03-10,MSNBC,0
2017-03-11,MSNBC,0
2017-03-12,MSNBC,0
2017-03-13,MSNBC,0
2017-03-14,MSNBC,0
2017-03-15,MSNBC,0
2017-03-16,MSNBC,0
2017-03-17,MSNBC,0.0215
2017-03-18,MSNBC,0
2017-03-19,MSNBC,0
2017-03-20,MSNBC,0
2017-03-21,MSNBC,0.0200
2017-03-22,MSNBC,0
2017-03-23,MSNBC,0
2017-03-24,MSNBC,0
2017-03-25,MSNBC,0
2017-03-26,MSNBC,0
2017-03-27,MSNBC,0
2017-03-28,MSNBC,0
2017-03-29,MSNBC,0
2017-03-30,MSNBC,0
2017-03-31,MSNBC,0
2017-04-01,MSNBC,0
2017-04-02,MSNBC,0
2017-04-03,MSNBC,0
2017-04-04,MSNBC,0.0426
2017-04-05,MSNBC,0
2017-04-06,MSNBC,0
2017-04-07,MSNBC,0
2017-04-08,MSNBC,0
2017-04-09,MSNBC,0
2017-04-10,MSNBC,0
2017-04-11,MSNBC,0
2017-04-12,MSNBC,0
2017-04-13,MSNBC,0
2017-04-14,MSNBC,0
2017-04-15,MSNBC,0
2017-04-16,MSNBC,0.3583
2017-04-17,MSNBC,0
2017-04-18,MSNBC,0
2017-04-19,MSNBC,0
2017-04-20,MSNBC,0
2017-04-21,MSNBC,0
2017-04-22,MSNBC,0
2017-04-23,MSNBC,0.0763
2017-04-24,MSNBC,0
2017-04-25,MSNBC,0
2017-04-26,MSNBC,0
2017-04-27,MSNBC,0
2017-04-28,MSNBC,0.0215
2017-04-29,MSNBC,0
2017-04-30,MSNBC,0
2017-05-01,MSNBC,0.0315
2017-05-02,MSNBC,0
2017-05-03,MSNBC,0
2017-05-04,MSNBC,0
2017-05-05,MSNBC,0
2017-05-06,MSNBC,0.0214
2017-05-07,MSNBC,0
2017-05-08,MSNBC,0.0273
2017-05-09,MSNBC,0
2017-05-10,MSNBC,0
2017-05-11,MSNBC,0
2017-05-12,MSNBC,0
2017-05-13,MSNBC,0
2017-05-14,MSNBC,0
2017-05-15,MSNBC,0
2017-05-16,MSNBC,0
2017-05-17,MSNBC,0
2017-05-18,MSNBC,0
2017-05-19,MSNBC,0
2017-05-20,MSNBC,0
2017-05-21,MSNBC,0
2017-05-22,MSNBC,0
2017-05-23,MSNBC,0
2017-05-24,MSNBC,0
2017-05-25,MSNBC,0
2017-05-26,MSNBC,0
2017-05-27,MSNBC,0
2017-05-28,MSNBC,0.1126
2017-05-29,MSNBC,0
2017-05-30,MSNBC,0
2017-05-31,MSNBC,0
2017-06-01,MSNBC,0
2017-06-02,MSNBC,0
2017-06-03,MSNBC,0
2017-06-04,MSNBC,0.2212
2017-06-05,MSNBC,0.0315
2017-06-06,MSNBC,0.0420
2017-06-07,MSNBC,0
2017-06-08,MSNBC,0
2017-06-09,MSNBC,0
2017-06-10,MSNBC,0
2017-06-11,MSNBC,0
2017-06-12,MSNBC,0
2017-06-13,MSNBC,0
2017-06-14,MSNBC,0.1797
2017-06-15,MSNBC,0.0832
2017-06-16,MSNBC,0.0208
2017-06-17,MSNBC,0
2017-06-18,MSNBC,0.0329
2017-06-19,MSNBC,0
2017-06-20,MSNBC,0
2017-06-21,MSNBC,0
2017-06-22,MSNBC,0.0210
2017-06-23,MSNBC,0
2017-06-24,MSNBC,0
2017-06-25,MSNBC,0
2017-06-26,MSNBC,0.0284
2017-06-27,MSNBC,0
2017-06-28,MSNBC,0
2017-06-29,MSNBC,0
2017-06-30,MSNBC,0.0638
2017-07-01,MSNBC,0
2017-07-02,MSNBC,0
2017-07-03,MSNBC,0
2017-07-04,MSNBC,0
2017-07-05,MSNBC,0
2017-07-06,MSNBC,0
2017-07-07,MSNBC,0
2017-07-08,MSNBC,0
2017-07-09,MSNBC,0
2017-07-10,MSNBC,0
2017-07-11,MSNBC,0
2017-07-12,MSNBC,0
2017-07-13,MSNBC,0
2017-07-14,MSNBC,0
2017-07-15,MSNBC,0.0222
2017-07-16,MSNBC,0.0766
2017-07-17,MSNBC,0
2017-07-18,MSNBC,0
2017-07-19,MSNBC,0
2017-07-20,MSNBC,0
2017-07-21,MSNBC,0
2017-07-22,MSNBC,0.0432
2017-07-23,MSNBC,0.0354
2017-07-24,MSNBC,0.0584
2017-07-25,MSNBC,0
2017-07-26,MSNBC,0.0216
2017-07-27,MSNBC,0
2017-07-28,MSNBC,0.0408
2017-07-29,MSNBC,0
2017-07-30,MSNBC,0.0351
2017-07-31,MSNBC,0
2017-08-01,MSNBC,0
2017-08-02,MSNBC,0
2017-08-03,MSNBC,0
2017-08-04,MSNBC,0
2017-08-05,MSNBC,0
2017-08-06,MSNBC,0
2017-08-07,MSNBC,0
2017-08-08,MSNBC,0
2017-08-09,MSNBC,0
2017-08-10,MSNBC,0
2017-08-11,MSNBC,0
2017-08-12,MSNBC,0
2017-08-13,MSNBC,0
2017-08-14,MSNBC,0
2017-08-15,MSNBC,0
2017-08-16,MSNBC,0
2017-08-17,MSNBC,0
2017-08-18,MSNBC,0
2017-08-19,MSNBC,0
2017-08-20,MSNBC,0
2017-08-21,MSNBC,0
2017-08-22,MSNBC,0
2017-08-23,MSNBC,0
2017-08-24,MSNBC,0
2017-08-25,MSNBC,0
2017-08-26,MSNBC,0
2017-08-27,MSNBC,0
2017-08-28,MSNBC,0
2017-08-29,MSNBC,0
2017-08-30,MSNBC,0
2017-08-31,MSNBC,0
2017-09-01,MSNBC,0
2017-09-02,MSNBC,0
2017-09-03,MSNBC,0
2017-09-04,MSNBC,0
2017-09-05,MSNBC,0
2017-09-06,MSNBC,0.0213
2017-09-07,MSNBC,0.0212
2017-09-08,MSNBC,0
2017-09-09,MSNBC,0
2017-09-10,MSNBC,0
2017-09-11,MSNBC,0
2017-09-12,MSNBC,0.0215
2017-09-13,MSNBC,0
2017-09-14,MSNBC,0
2017-09-15,MSNBC,0
2017-09-16,MSNBC,0
2017-09-17,MSNBC,0
2017-09-18,MSNBC,0
2017-09-19,MSNBC,0
2017-09-20,MSNBC,0
2017-09-21,MSNBC,0
2017-09-22,MSNBC,0
2017-09-23,MSNBC,0
2017-09-24,MSNBC,0
2017-09-25,MSNBC,0
2017-09-26,MSNBC,0
2017-09-27,MSNBC,0.0214
2017-09-28,MSNBC,0
2017-09-29,MSNBC,0
2017-09-30,MSNBC,0
2017-10-01,MSNBC,0
2017-10-02,MSNBC,0.2140
2017-10-03,MSNBC,1.4747
2017-10-04,MSNBC,1.4028
2017-10-05,MSNBC,1.4147
2017-10-06,MSNBC,0.5505
2017-10-07,MSNBC,0.7524
2017-10-08,MSNBC,1.3684
2017-10-09,MSNBC,0.1216
2017-10-10,MSNBC,0
2017-10-11,MSNBC,0.0431
2017-10-12,MSNBC,0
2017-10-13,MSNBC,0
2017-10-14,MSNBC,0
2017-10-15,MSNBC,0.1065
2017-10-16,MSNBC,0
2017-10-17,MSNBC,0
2017-10-18,MSNBC,0
2017-10-19,MSNBC,0
2017-10-20,MSNBC,0
2017-10-21,MSNBC,0
2017-10-22,MSNBC,0.0293
2017-10-23,MSNBC,0
2017-10-24,MSNBC,0.0422
2017-10-25,MSNBC,0.1931
2017-10-26,MSNBC,0
2017-10-27,MSNBC,0
2017-10-28,MSNBC,0
2017-10-29,MSNBC,0
2017-10-30,MSNBC,0
2017-10-31,MSNBC,0
2017-11-01,MSNBC,0.0628
2017-11-02,MSNBC,0.0840
2017-11-03,MSNBC,0
2017-11-04,MSNBC,0
2017-11-05,MSNBC,0.0323
2017-11-06,MSNBC,0.6721
2017-11-07,MSNBC,0.4452
2017-11-08,MSNBC,0.2773
2017-11-09,MSNBC,0.0216
2017-11-10,MSNBC,0
2017-11-11,MSNBC,0.0249
2017-11-12,MSNBC,0.2840
2017-11-13,MSNBC,0.0564
2017-11-14,MSNBC,0.0208
2017-11-15,MSNBC,0
2017-11-16,MSNBC,0.1060
2017-11-17,MSNBC,0
2017-11-18,MSNBC,0
2017-11-19,MSNBC,0
2017-11-20,MSNBC,0
2017-11-21,MSNBC,0
2017-11-22,MSNBC,0
2017-11-23,MSNBC,0.1105
2017-11-24,MSNBC,0.0223
2017-11-25,MSNBC,0
2017-11-26,MSNBC,0.0337
2017-11-27,MSNBC,0.1067
2017-11-28,MSNBC,0.0211
2017-11-29,MSNBC,0
2017-11-30,MSNBC,0
2017-12-01,MSNBC,0.0212
2017-12-02,MSNBC,0
2017-12-03,MSNBC,0
2017-12-04,MSNBC,0
2017-12-05,MSNBC,0
2017-12-06,MSNBC,0.0425
2017-12-07,MSNBC,0
2017-12-08,MSNBC,0
2017-12-09,MSNBC,0
2017-12-10,MSNBC,0.0550
2017-12-11,MSNBC,0.0302
2017-12-12,MSNBC,0.0431
2017-12-13,MSNBC,0
2017-12-14,MSNBC,0.0215
2017-12-15,MSNBC,0
2017-12-16,MSNBC,0
2017-12-17,MSNBC,0
2017-12-18,MSNBC,0
2017-12-19,MSNBC,0.0434
2017-12-20,MSNBC,0
2017-12-21,MSNBC,0
2017-12-22,MSNBC,0
2017-12-23,MSNBC,0
2017-12-24,MSNBC,0
2017-12-25,MSNBC,0
2017-12-26,MSNBC,0
2017-12-27,MSNBC,0.0952
2017-12-28,MSNBC,0.0708
2017-12-29,MSNBC,0
2017-12-30,MSNBC,0
2017-12-31,MSNBC,0
2018-01-01,MSNBC,0
2018-01-02,MSNBC,0.0227
2018-01-03,MSNBC,0
2018-01-04,MSNBC,0
2018-01-05,MSNBC,0
2018-01-06,MSNBC,0
2018-01-07,MSNBC,0
2018-01-08,MSNBC,0.0308
2018-01-09,MSNBC,0
2018-01-10,MSNBC,0
2018-01-11,MSNBC,0.0427
2018-01-12,MSNBC,0
2018-01-13,MSNBC,0
2018-01-14,MSNBC,0
2018-01-15,MSNBC,0
2018-01-16,MSNBC,0
2018-01-17,MSNBC,0
2018-01-18,MSNBC,0
2018-01-19,MSNBC,0
2018-01-20,MSNBC,0
2018-01-21,MSNBC,0
2018-01-22,MSNBC,0
2018-01-23,MSNBC,0
2018-01-24,MSNBC,0.0445
2018-01-25,MSNBC,0.0218
2018-01-26,MSNBC,0
2018-01-27,MSNBC,0
2018-01-28,MSNBC,0
2018-01-29,MSNBC,0
2018-01-30,MSNBC,0.0222
2018-01-31,MSNBC,0.0235
2018-02-01,MSNBC,0
2018-02-02,MSNBC,0
2018-02-03,MSNBC,0
2018-02-04,MSNBC,0
2018-02-05,MSNBC,0
2018-02-06,MSNBC,0
2018-02-07,MSNBC,0
2018-02-08,MSNBC,0
2018-02-09,MSNBC,0
2018-02-10,MSNBC,0
2018-02-11,MSNBC,0
2018-02-12,MSNBC,0
2018-02-13,MSNBC,0
2018-02-14,MSNBC,0.0419
2018-02-15,MSNBC,1.1864
2018-02-16,MSNBC,1.3169
2018-02-17,MSNBC,0.3824
2018-02-18,MSNBC,0.6882
2018-02-19,MSNBC,1.4136
2018-02-20,MSNBC,1.7780
2018-02-21,MSNBC,1.6546
2018-02-22,MSNBC,1.2547
2018-02-23,MSNBC,0.6609
2009-06-05,FOXNEWS,0
2009-06-06,FOXNEWS,0
2009-06-07,FOXNEWS,0
2009-06-08,FOXNEWS,0
2009-06-09,FOXNEWS,0
2009-06-10,FOXNEWS,0
2009-06-11,FOXNEWS,0
2009-06-12,FOXNEWS,0
2009-06-13,FOXNEWS,0
2009-06-14,FOXNEWS,0
2009-06-15,FOXNEWS,0
2009-06-16,FOXNEWS,0
2009-06-17,FOXNEWS,0
2009-06-18,FOXNEWS,0
2009-06-19,FOXNEWS,0
2009-06-20,FOXNEWS,0
2009-06-21,FOXNEWS,0
2009-06-22,FOXNEWS,0
2009-06-23,FOXNEWS,0
2009-06-24,FOXNEWS,0
2009-06-25,FOXNEWS,0
2009-06-26,FOXNEWS,0
2009-06-27,FOXNEWS,0
2009-06-28,FOXNEWS,0
2009-06-29,FOXNEWS,0
2009-06-30,FOXNEWS,0
2009-07-01,FOXNEWS,0
2009-07-02,FOXNEWS,0
2009-07-03,FOXNEWS,0
2009-07-04,FOXNEWS,0
2009-07-05,FOXNEWS,0.0278
2009-07-06,FOXNEWS,0.0268
2009-07-07,FOXNEWS,0
2009-07-08,FOXNEWS,0
2009-07-09,FOXNEWS,0
2009-07-10,FOXNEWS,0
2009-07-11,FOXNEWS,0
2009-07-12,FOXNEWS,0
2009-07-13,FOXNEWS,0.1775
2009-07-14,FOXNEWS,0.0246
2009-07-15,FOXNEWS,0
2009-07-16,FOXNEWS,0
2009-07-17,FOXNEWS,0
2009-07-18,FOXNEWS,0
2009-07-19,FOXNEWS,0
2009-07-20,FOXNEWS,0
2009-07-21,FOXNEWS,0
2009-07-22,FOXNEWS,0.1481
2009-07-23,FOXNEWS,0
2009-07-24,FOXNEWS,0
2009-07-25,FOXNEWS,0
2009-07-26,FOXNEWS,0.0283
2009-07-27,FOXNEWS,0
2009-07-28,FOXNEWS,0
2009-07-29,FOXNEWS,0
2009-07-30,FOXNEWS,0.0237
2009-07-31,FOXNEWS,0
2009-08-01,FOXNEWS,0
2009-08-02,FOXNEWS,0
2009-08-03,FOXNEWS,0
2009-08-04,FOXNEWS,0.0262
2009-08-05,FOXNEWS,0
2009-08-06,FOXNEWS,0
2009-08-07,FOXNEWS,0.0737
2009-08-08,FOXNEWS,0
2009-08-09,FOXNEWS,0
2009-08-10,FOXNEWS,0.0537
2009-08-11,FOXNEWS,0
2009-08-12,FOXNEWS,0
2009-08-13,FOXNEWS,0
2009-08-14,FOXNEWS,0
2009-08-15,FOXNEWS,0
2009-08-16,FOXNEWS,0
2009-08-17,FOXNEWS,0
2009-08-18,FOXNEWS,0
2009-08-19,FOXNEWS,0
2009-08-20,FOXNEWS,0
2009-08-21,FOXNEWS,0
2009-08-22,FOXNEWS,0.0251
2009-08-23,FOXNEWS,0.0272
2009-08-24,FOXNEWS,0
2009-08-25,FOXNEWS,0.0242
2009-08-26,FOXNEWS,0
2009-08-27,FOXNEWS,0
2009-08-28,FOXNEWS,0
2009-08-29,FOXNEWS,0
2009-08-30,FOXNEWS,0
2009-08-31,FOXNEWS,0
2009-09-01,FOXNEWS,0
2009-09-02,FOXNEWS,0
2009-09-03,FOXNEWS,0
2009-09-04,FOXNEWS,0
2009-09-05,FOXNEWS,0
2009-09-06,FOXNEWS,0
2009-09-07,FOXNEWS,0
2009-09-08,FOXNEWS,0
2009-09-09,FOXNEWS,0
